Title,Description,Category,Ingredients,Time_prep,Time_cook,Preparation,Image URL
Tarte à la carotte facile,Un délice et équilibréVoir plusVoir moins,Variantes,"{'Pâte(s) brisée(s)': '1', 'Carotte(s)': '6', 'Oignon(s)': '1', 'Botte(s) de persil': '1', 'Moutarde forte': '', 'Gruyère râpé': '', 'Œuf(s)': '3', 'Crème fraîche': '3 c. à soupe'}",Total :40 min,Total :40 min,"Étape 1Préchauffez le four à 200°c.
Étape 2Râpez les carotte et l'oignon. Dans une casserole faites les revenir avec le persil ciselé et cuire à feu doux pendant 15 min.
Étape 3Foncez le moule à tarte avec la pâte, et la piquer.
Étape 4Étalez un peu de moutarde sur le fond de tarte puis un peu de gruyére. Versez l'appareil carotte. Préparez un flan avec les oeufs, la créme, saler et poivrer. Versez le tout sur la tarte et garnir de gruyére.
Étape 5Enfournez 30 min.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2023/04/11/i192652-tarte-a-la-carotte.jpg', 'alt': 'tarte à la carotte'}, 'fichiers_telecharges': ['images_tartiflette\\i192652-tarte-a-la-carotte.jpg']}"
Flan de brocolis,N/A,Variantes,"{'Brocoli(s)': '600 g', 'Lait': '1 dl', 'Crème': '1 dl', 'Œuf(s)': '2', ""Jaune(s) d'œuf(s)"": '2', 'Beurre': '25 g', 'Muscade': '', 'Sel, poivre': ''}",Total :40 min,Total :40 min,"Étape 1Préchauffez le four à th.7 (200°C).
Étape 2Lavez les fleurettes de brocoli et ébouillantez-les dans de l'eau salée durant 15 min. Essorez-les et répartissez-les dans un plat à gratin beurré.
Étape 3Fouettez dans un saladier le lait, la crème, les œufs et les jaunes d’œufs. Ajoutez du sel, du poivre et de la muscade. Versez le tout sur les brocolis.
Étape 4Enfournez pour 30 min et servez chaud.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2017/11/20/i134297-flan-de-brocolis.jpeg', 'alt': 'Flan de brocolis'}, 'fichiers_telecharges': ['images_tartiflette\\i134297-flan-de-brocolis.jpeg']}"
Chou-fleur entier rôti au four,"Un chou-fleur entier, cuit lentement au four, bien doré avec un petit côté croustillant et un cœur fondant plein de saveur. Une recette parfaite pour les vegan, pour un apéritif, en plat ou comme accompagnement !Voir plusVoir moins",Variantes,"{'Chou-fleur': '1', ""Huile d'olive"": '2 c. à soupe', 'Ail haché': '3 gousse(s)', 'Fleur de sel': '2 pincée(s)', 'Poivre du moulin': '2 pincée(s)', 'Persil ciselé': ''}",Total :1 h 15 min,Total :1 h 15 min,"Étape 1Préchauffez le four à 200 C. Coupez les plus grosses feuilles du chou-fleur puis coupez la tige à la base de manière à ce qu'il tienne droit. Lavez le chou-fleur et séchez-le.
Étape 2Placez-le sur une plaque de cuisson recouverte de papier sulfurisé et badigeonnez-le d’huile d’olive. Assaisonnez avec le sel et poivre. Emballez-le entièrement avec du papier cuisson (cela l’empêchera de noircir).
Étape 3Enfournez pour environ 1 h ou jusqu’à ce que le chou-fleur soit tendre quand vous le piquez. Retirez du four (attention quand vous retirez le papier sulfurisé à ne pas vous brûler avec la vapeur) !
Étape 4Dans un petit bol, mélangez l’huile d’olive avec les gousses d’ail hachées et le persil (en garder un peu pour la déco). Versez sur le chou-fleur. Enfournez pour 20 min de plus à découvert. À la sortie du four, servez aussitôt et parsemez d’un peu de persil ciselé.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i102393-chou-fleur-entier-roti-au-four.jpg', 'alt': 'Chou Fleur Entier Rôti au Four'}, 'fichiers_telecharges': ['images_tartiflette\\i102393-chou-fleur-entier-roti-au-four.jpg']}"
Purée de carottes,"Les joies d'une purée de carottes maison au bon goût de légumes, d'épices douces et de lait ! Ça change de la pomme de terre ou des légumes vapeur !  Un accompagnement sain et facile à faire, parfait avec une viande ou un poisson. Ou pourquoi pas une garniture de tarte salée, à enrichir de dinde, de poulet ou de boeuf haché.Voir plusVoir moins",Variantes,"{'Carotte(s)': '1 kg', 'Lait': '10 cl', 'Muscade': '1 c. à café', 'Piment doux': '1 c. à café', 'Graine de pavot': '1 c. à café', 'Sel poivre': ''}",Total :55 min,Total :55 min,"Étape 1Commencez par éplucher vos carottes et par les couper, grossièrement, puis mettez-les dans une grande casserole ou une marmite. Recouvrez d'eau, salez légèrement puis couvrez, portez à ébullition et laissez cuire environ 20 min à petits frémissements.
Étape 2Quand les carottes sont cuites (elles doivent pouvoir s'écraser à la fourchette), égouttez-les puis écrasez-les à l'aide d'une fourchette ou d'une presse-purée, tout en incorporant la crème pour donner à la purée une texture plus veloutée (vous pouvez aussi mixer la purée au mixeur à pied). Assaisonnez la purée avec la muscade, le piment doux (paprika) du sel et du poivre, et si vous la trouvez trop tiède, réchauffez-la à la casserole pendant quelques min tout en la remuant pour qu'elle n'attache pas.
Étape 3Servez-la chaude ou tiède, parsemée de pavot et de sésame, en accompagnement d'une viande ou d'un poisson. Ou pourquoi pas froide, comme un dip, pour tremper des tronçons de concombre ou des tomates cerises.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i108264-puree-de-carottes-aux-epices-douces.jpeg', 'alt': 'puree de carottes aux epices douces'}, 'fichiers_telecharges': ['images_tartiflette\\i108264-puree-de-carottes-aux-epices-douces.jpeg']}"
Ratatouille facile,"Grand classique de l’été, cette recette de ratatouille facile est un incontournable à savourer toute la saison ! Courgettes, poivrons, aubergines, tomates et oignons concentrent leurs saveurs dans cette poêlée délicieusement mijotée, parfumée d’estragon, de romarin, d’huile d’olive et d’ail. Servez-la chaude ou froide, avec les brochettes du barbecue, le poulet du dimanche ou le poisson du soir, à moins de jouer la simplicité en l’accompagnant simplement de pain grillé huilé et aillé. Quelle que soit la méthode, le plaisir est le même et la simplicité aussi, tant la recette est facile et rapide !Voir plusVoir moins",Variantes,"{'Tomate(s)': '5', 'Courgette(s)': '2', 'Oignon(s)': '2', 'Aubergine(s)': '2', 'Poivron(s) rouge(s)': '1', 'Poivron(s) jaune(s)': '1', 'Ail': '2 gousse(s)', ""Huile d'olive"": '6 c. à soupe', 'Concentré de tomate': '2 c. à soupe', 'Estragon haché': '2 c. à café', 'Romarin': '1 c. à café', 'Sel poivre du moulin': ''}",Total :55 min,Total :55 min,"Étape 1Lavez les aubergines et coupez-les en dés. Salez-les et faites-les dégorger pendant 10 min puis essorez-les. Épluchez les oignons et coupez-les en rondelles. Lavez les poivrons, épépinez-les, retirez la membrane blanche et coupez-les en gros morceaux. Lavez les courgettes et coupez-les en rondelles. Lavez les tomates et coupez-les en morceaux. Épluchez l’ail et coupez-le en lamelles.
Étape 2Faites chauffer l’huile dans une sauteuse et faites-y revenir tous les légumes sauf les tomates. Au bout de 5 min ajoutez l’ail et les herbes. Ajoutez les tomates et le concentré de tomates. Salez et poivrez. Laissez mijoter à couvert à feu doux pendant 15 min.
Étape 3Parsemez de feuilles d’estragon et servez.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i25423-photo-de-ratatouille.jpeg', 'alt': 'Ratatouille facile'}, 'fichiers_telecharges': ['images_tartiflette\\i25423-photo-de-ratatouille.jpeg']}"
Poêlée printanière ail et persil,N/A,Variantes,"{'Haricot vert frais(s)': '300 g', 'Ail et persil': '1 noix', 'Carotte(s)': '200 g', 'Pois gourmand': '100 g', 'Tomate cerise(s)': '50 g'}",Total :30 min,Total :30 min,"Étape 1Equeutez les haricots verts, épluchez les carottes et lavez les légumes.
Étape 2Coupez les tomates-cerise en deux, et les carottes en fines rondelles.
Étape 3Dans une casserole ou un faitout d'eau bouillante, faites précuire les haricots verts, carottes et pois gourmands environ 10 min. Egouttez-les.
Étape 4Dans une poêle contenant l'huile chaude, faites revenir à feu moyen les légumes (sauf les tomates-cerise) environ 7 min, ajoutez la noix de saveur, les tomates-cerise et prolongez la cuisson à feu doux environ 3 min en remuant délicatement.
Étape 5Servez aussitôt.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/03/16/i106649-poelee-ail-persil.jpg', 'alt': 'poelee ail persil'}, 'fichiers_telecharges': ['images_tartiflette\\i106649-poelee-ail-persil.jpg']}"
Carottes Vichy,"Pour un accompagnement savoureux, misez sur ce grand classique de la cuisine française. Les carottes vichy sont une valeur sûre pour régaler petits et grands. Cette recette est facile à réaliser et va rejoindre votre répertoire quotidien, c'est sûr ! Côté ingrédients, rien que vous n'ayez déjà sous la main : du beurre, un peu de sucre et du persil frais.Voir plusVoir moins",Variantes,"{'Carotte(s)': '1 kg', 'Beurre': '80 g', 'Sucre en poudre': '1 c. à café', 'Persil hâché': '2 c. à soupe', 'Sel poivre': ''}",Total :40 min,Total :40 min,"Étape 1Rincez bien puis pelez les carottes à l'aide d'un économe. Taillez-les en rondelles d'environ 0,5 cm.
Étape 2Dans un grand faitout, faites chauffer le beurre et le sucre en poudre. Mélangez bien jusqu'à obtenir une légère mousse. Attention à ne pas brûler le beurre et à ne pas former de caramel avec le sucre.
Étape 3Ajoutez les rondelles de carottes et faites-les revenir quelques minutes en remuant avec une cuillère en bois ou une spatule.
Étape 4Couvrez d'eau, salez et poivrez.
Étape 5Laissez cuire à feu doux pendant 20 min en mélangeant régulièrement. Ajoutez un peu d'eau si nécessaire.
Étape 6Contrôlez la cuisson avec une lame de couteau, les rondelles de carottes doivent être bien tendrez.
Étape 7Ajoutez le persil finement haché.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/01/05/i91031-carottes-vichy.jpg', 'alt': 'Carottes Vichy '}, 'fichiers_telecharges': ['images_tartiflette\\i91031-carottes-vichy.jpg']}"
Tomates farcies au four,"Les tomates farcies au four sont des grosses tomates vidées puis remplies de chair à saucisse et de persil. Et enfin cuites au four. Vous pouvez les décliner à l'infini, mais la recette classique est vraiment simple et rapide à faire! Alors, allumez votre four! C'est parti!Voir plusVoir moins",Variantes,"{'Chair à saucisse(s)': '200 g', 'Tomate(s)': '4', 'Persil': '1 bouquet(s)', 'Oignon(s)': '1', 'Ail': '1 Gousse', 'Chapelure': '2 c. à soupe', 'Lait': '3 c. à soupe', ""Huile d'olive"": '1 c. à soupe', 'Sel poivre': ''}",Total :40 min,Total :40 min,"Étape 1Préchauffez votre four à 150°C mode en chaleur tournante.
Étape 2Commencez par ouvrir vos grosses tomates en coupant la partie supérieure à environ 1cm de la queue. Videz-les à l'aide d'une cuillère à thé. Réservez la pulpe dans un grand bol.
Étape 3Préparez la farce : égermez la gousse d'ail et hachez-la finement. Émincez finement l'oignon et faites le revenir dans une poêle avec l'ail et l'huile d'olive, jusqu'à ce qu'il blondisse. Placez dans le bol du mixer la pulpe de tomate, l'oignon et les feuilles du bouquet de persil. Salez et poivrez. Puis mixez finement. Mélangez la préparation obtenue avec la chair à saucisse jusqu'à obtenir une farce homogène.
Étape 4À l'aide d'une cuillère à thé, remplissez entièrement les tomates avec votre farce. La farce doit dépasser légèrement. Déposez les ""couvercles"" sur la farce pour reformer les tomates.
Étape 5Enfournez à mi-hauteur pendant 30 à 40 minutes, selon la taille des tomates. Servez vos tomates farcies au four avec un peu de riz, ou des patates cuites à la vapeur.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2017/06/12/i128204-tomates-farcies-au-four.jpeg', 'alt': 'Tomates farcies au four'}, 'fichiers_telecharges': ['images_tartiflette\\i128204-tomates-farcies-au-four.jpeg']}"
Salade de tomates à la mozzarella,"Un repas sous le soleil italien avec cette recette de salade tomate-mozzarella. Facile et rapide à réaliser, cette recette est idéale pour vous faire plaisir le temps d'un déjeuner pendant votre régime minceur. Une délicieuse mozzarella italienne associée à des tomates fraîches de saison, on adore l'été et on en redemande!Voir plusVoir moins",Variantes,"{'Tomate(s)': '4', 'Mozzarella': '250 g', ""Huile d'olive"": '2 c. à soupe', 'Vinaigre balsamique': '1 c. à soupe', 'Basilic': '3 branche(s)', 'Sel, poivre': ''}",Total :10 min,Total :10 min,"Étape 1Lavez les tomates et coupez-les en tranches de tomates. Taillez la mozzarella en lamelles de même épaisseur. Lavez, effeuillez le basilic et ciselez-le grossièrement.
Étape 2Dressez les tranches de tomates et la mozzarella en couronne sur 4 assiettes, en alternant une tranche de tomates puis une tranche de mozzarella. Parsemez de basilic.
Étape 3Assaisonnez ensuite d’huile d’olive et de vinaigre balsamique. Salez, poivrez. Servez frais.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/24/i135965-salade-tomate-mozzarella.jpeg', 'alt': 'salade tomate-mozzarella'}, 'fichiers_telecharges': ['images_tartiflette\\i135965-salade-tomate-mozzarella.jpeg']}"
Chou blanc braisé,"En hiver, on ne sait pas forcément quel plat faire. Les tartiflettes, les fondues savoyardes et bourguignonnes… Après en avoir mangé une, deux ou trois en quelques mois, on a envie d’autres choses. C’est pour cela que cuisine AZ est là ! 
Quel plat peut-on préparer si l’on veut simplement manger de la viande et des légumes ? 
Le chou blanc braisé, c’est un plat facile à faire et terriblement savoureux !
C’est un accompagnement idéal avec un rôti de porc ou des saucisses. 
Avec notre recette de chou blanc braisé, vous ne pourrez pas être dans les choux !Voir plusVoir moins",Variantes,"{'Chou blanc': '1', 'Lardons': '100 g', 'Oignon(s)': '1', 'Laurier': '1 feuille', 'Thym': '', 'Noix de muscade': '1 c. à café', 'Beurre': '1 noix', 'Sel poivre': ''}",Total :1 h 35 min,Total :1 h 35 min,"Étape 1Coupez votre chou blanc en fines lamelles puis assaisonnez-le de sel et de poivre. Rajoutez une cuillère à café de noix de muscade.  Taillez votre lard en petits morceaux. Munissez-vous d’une cocotte et ajoutez-y du beurre afin d’y faire chauffer les lardons. Taillez également votre oignon. Lorsque les lardons ont bien rissolé, mettez l'oignon haché et laisser dorer la préparation. Remuez bien régulièrement afin que la préparation n’accroche pas à la cocotte et que vos oignons ne brûlent pas.
Étape 2Une fois que le mélange est bien coloré, ajoutez le chou et verser deux cuillères à soupe d’eau chaude. Laissez cuire 1 heure à feu très doux dans le bouillon en surveillant de temps en temps la cuisson. Après 1 heure de cuisson, votre chou blanc braisé est prêt.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/04/28/i37604-chou-blanc-braise.jpg', 'alt': 'chou blanc braise'}, 'fichiers_telecharges': ['images_tartiflette\\i37604-chou-blanc-braise.jpg']}"
Potimarron au four,"Pas de chichis pour l’une des courges les plus populaires de la saison, le potimarron au four est facile, voire inratable, et délicieusement gourmand en automne ! Assaisonné d’huile d’olive, d’origan, d’ail, de sel et de poivre, il cuit en dés au four jusqu’à se gorger de saveurs et s’attendrir à cœur. Du potimarron rôti comme on l’aime, en somme, et qui sait tout faire : servie seule ou avec du riz, en gratin ou en salade, voire mixée en purée, sa chair fondante aux subtiles notes de châtaigne se prête à toutes les inspirations culinaires !Voir plusVoir moins",N/A,"{'Potimarron': '1', 'Ail': '1 tête', 'Origan': '6 brin(s)', ""Huile d'olive"": '4 c. à soupe', 'Sel poivre': ''}",Total :1 h 20 min,Total :1 h 20 min,"Étape 1Préchauffez le four à th.6 (180 °C).
Étape 2Coupez le potimarron en deux et débarrassez-le de ses graines à l'aide d'une cuillère à soupe. Epluchez-le et coupez la chair en dés.
Étape 3Dans un saladier, mélangez les dés de potimarron avec l'huile d'olive. Salez et poivrez. Mélangez bien puis répartissez les dés sur une plaque de four tapissée de papier de cuisson, ou dans un plat à gratin légèrement huilé. Ajoutez la tête d'ail non épluchée et les brins d'origan.
Étape 4Enfournez pour 1h, en retournant à mi-cuisson. Servez aussitôt.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2023/11/20/i196564-potimarron-au-four.jpg', 'alt': 'Potimarron au four'}, 'fichiers_telecharges': ['images_tartiflette\\i196564-potimarron-au-four.jpg']}"
Choux de Bruxelles,"Les choux de Bruxelles c'est un peu la bête noire des choux, notre pire souvenir de la cantine, un plat souvent accompagné d'un « beurk » ! Quel dommage pourtant, car bien cuisiné et surtout avec des choux de Bruxelles frais et non surgelés, les choux de Bruxelles sont très bons ! Découvrez cette recette de choux de Bruxelles, très facile et rapide à réaliser, vous vous demanderez pourquoi vous ne pas l'avez pas fait plus tôt ! Et pour les enfants qui rechignent à en manger rien de tel qu'un bon plat fait maison pour leur faire changer d'avis !Voir plusVoir moins",Variantes,"{'Chou(x) de Bruxelle': '1 kg', 'Ail': '3 gousse(s)', 'Beurre': '1 noix', 'Crème fraîche': '1 filet', 'Persil ciselé': '1 c. à soupe', 'Sel poivre': ''}",Total :25 min,Total :25 min,"Étape 1Dans un autocuiseur, versez un volume d'eau salée (environ ¼ de la hauteur) et portez à ébullition. Pendant ce temps, lavez les choux de Bruxelles sous un filet d'eau froide puis éliminez les feuilles fanées.
Étape 2Jetez les choux de Bruxelles dans l'eau bouillante, attendez la reprise de l'ébullition, et faites cuire sous pression pendant 7 à 8 min puis égouttez. Si vous ne possédez pas d'autocuiseur, vous pouvez utiliser une grande casserole d'eau salée, cela prendra simplement un peu plus de temps.
Étape 3Dans une sauteuse, faites fondre le beurre, ajoutez les choux de Bruxelles et faites dorer légèrement. Ajoutez l'ail pelé et haché, le sel, le poivre et mélangez bien.
Étape 4Ajoutez la crème fraîche et faites réduire en laissant mijoter à feu doux quelques minutes. Pour finir, saupoudrez vos choux de Bruxelles de persil. Salez et poivrez à votre convenance. Servez chaud.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/04/28/i113872-choux-de-bruxelles.jpg', 'alt': 'choux de bruxelles'}, 'fichiers_telecharges': ['images_tartiflette\\i113872-choux-de-bruxelles.jpg']}"
Courgettes farcies légères,"Vous allez enfin vous réconcilier avec les légumes ! Aussi diététique que savoureuse, cette recette de courgettes farcies accompagnées de riz basmati constitue le repas complet idéal durant un régime minceur. Facile et rapide à réaliser, elle mise sur une farce à base de viande de bœuf dégraissée, un coulis de tomates et une touche de parmesan pour la gourmandise. Un plat qui vous apporte tous les nutriments nécessaires... sans vous faire prendre un gramme !Voir plusVoir moins",Variantes,"{'Courgette(s)': '2', 'Bœuf haché 5% de matière grasse': '400 g', 'Riz basmati': '200 g', 'Oignon(s)': '1', 'Ail': '1 Gousse', 'Coulis de tomates': '200 g', 'Parmesan': '30 g', ""Huile d'olive"": '2 c. à soupe', 'Thym': '2 branche(s)', 'Basilic': '8 feuille (s)', 'Persil': '4 brin(s)', 'Sel': '1 pincée(s)', 'Poivre': '1 pincée(s)'}",Total :1 h 5 min,Total :1 h 5 min,"Étape 1Préchauffez votre four th.7 (200°C). Lavez les courgettes et coupez-les en deux dans le sens de la longueur. À l'aide d'une cuillère, évidez chaque moitié de courgette et conservez la chair à part. Pelez les oignons et l’ail. Émincez les oignons et hachez l'ail. Réservez.
Étape 2Dans une poêle, faites revenir dans l'huile d'olive la chair des courgettes avec les oignons émincés et l’ail en remuant de temps en temps. Ajoutez le bœuf haché et faites revenir le tout en mélangeant de nouveau. Saupoudrez de thym et de basilic haché, salez et poivrez. La farce est prête.
Étape 3Remplissez les demi-courgettes avec la farce et disposez-les dans un plat allant au four. Versez le coulis de tomates sur les courgettes. Enfournez et laissez cuire 40 min.
Étape 4Quelques minutes avant la fin de la cuisson de vos courgettes farcies, saupoudrez de parmesan et replacez le plat au four sous le gril quelques minutes encore. Pendant ce temps, portez à ébullition un grand volume d’eau. Mettez le riz à cuire 8 à 10 min selon le temps indiqué sur le paquet. Servez les courgettes farcies accompagnées du riz et décorez-les de brins de persil.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2022/08/07/i185086-shutterstock-538856515-min.jpeg', 'alt': 'Courgettes farcies'}, 'fichiers_telecharges': ['images_tartiflette\\i185086-shutterstock-538856515-min.jpeg']}"
Gratin de chou-fleur léger,"Dégustez un gratin de chou-fleur léger et gourmand, agrémenté de délicieuses tranches de jambon de Bayonne qui parfumeront à merveille les légumes. Le chou-fleur est un légume peu calorique, cuisiné avec une béchamel sans matières grasses, il constituera un plat adapté à une alimentation saine et minceur.Voir plusVoir moins",Variantes,"{'Chou-fleur': '1', 'Jambon de Bayonne': '4 tranche(s)', 'Oignon(s)': '2', 'Lait demi-écrémé': '20 cl', 'Fromage blanc 40% MG': '100 g', 'Œuf(s)': '1', 'Fromage allégé': '30 g', 'Beurre allégé': '10 g', 'Sel poivre': ''}",Total :50 min,Total :50 min,"Étape 1Préchauffez le four à 220°C (thermostat 7/8). Coupez les feuilles du chou-fleur. Frappez le chou-fleur sur votre plan de travail. Facilement, récupérez les bouquets de chou-fleur et enlevez le pied. Lavez-les et séchez-les. Faites bouillir une grande casserole d'eau salée et plongez-y les bouquets de chou-fleur pendant 15 min. Égouttez-les dans une passoire et réservez-les au chaud.
Étape 2Beurrez un plat à gratin. Coupez les tranches de jambon en fines lanières. Pelez et émincez les oignons. Puis, faites fondre le beurre dans une casserole, ajoutez-y les tranches de jambon et les oignons émincés. Puis les bouquets de chou fleur. Remuez et laissez cuire quelques minutes. Versez la préparation dans le plat à gratin.
Étape 3Préparez la béchamel allégée. Dans une casserole à feu doux, ajoutez le fromage blanc et le lait puis portez à ébullition. Hors du feu, incorporez et fouettez l'oeuf à la préparation jusqu'à obtenir une béchamel bien homogène puis remettez sur le feu 2 min. Salez et poivrez, à votre convenance. Versez la béchamel sur les bouquets de chou-fleur. Parsemez le dessus de fromage râpé. Enfournez et laissez cuire 15 min à 220° (th7/8) jusqu'à que le gratin de chou-fleur léger soit doré. Servez chaud.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/08/i135536-gratin-de-chou-fleur-leger.jpeg', 'alt': 'gratin de chou-fleur leger'}, 'fichiers_telecharges': ['images_tartiflette\\i135536-gratin-de-chou-fleur-leger.jpeg']}"
Poulet au citron minceur,"Une recette minceur de poulet au citron réalisé avec des cuisses de poulet, des petits oignons, des quartiers de citron et des champignons de Paris. Voici une recette allégée en matières grasses bien assaisonnée avec ses cuillères à soupe d'herbes qui pourra être accompagnée avec du riz complet, des pommes de terre sautées ou même des pâtes complètes.Voir plusVoir moins",Variantes,"{'Champignon(s) de paris': '500 g', 'Oignon(s) blanc(s)': '10', 'Cuisses de poulet': '4', 'Crème fraîche à 3 % de MG': '3 c. à soupe', 'Citron(s)': '2', 'Herbes de provence': '2 c. à soupe', ""Huile d'olive"": '1 c. à soupe', 'Sel poivre': ''}",Total :45 min,Total :45 min,"Étape 1Dans un faitout, faites revenir à feu vif, pendant environ 10 min, les 4 cuisses de poulet dans 2 c. à soupe d’huile. Salez, poivrez et parsemez d’herbes de Provence. Coupez un citron en 4, rincez les champignons de Paris.
Étape 2Lorsque les cuisses commencent à se colorer, baissez le feu et ajoutez le jus d’1 citron frais, la crème fraîche, les petits oignons, les quartiers de citron et les champignons.
Étape 3Ajoutez si besoin 1 à 2 c. à soupe d’eau. Couvrez et laissez cuire à feu doux pendant 20 min environ. Servez aussitôt vos morceaux de poulet en sauce dans des assiettes puis dégustez avec un accompagnement au choix.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/05/i135477-recette-poulet-champignon.jpeg', 'alt': 'recette-poulet-champignon'}, 'fichiers_telecharges': ['images_tartiflette\\i135477-recette-poulet-champignon.jpeg']}"
"Poivrons farcis au poulet, courgette, semoule et coulis de tomates -LIGHT-","Une recette light de poulet pour déguster un plat léger et équilibré. Voici ce que nous vous proposons. Pour cela vous aurez besoin de poivrons rouges, de poulet, de courgette, d'un coulis de tomate et de couscous.Voir plusVoir moins",Variantes,"{'Poivron(s) rouge(s)': '2', 'Filet de poulet': '120 g', 'Courgette(s)': '0,5 g', 'Graine(s) de couscous': '30 g', 'Coulis de tomates': '200 ml', 'Sel, poivre': ''}",Total :1 h 10 min,Total :1 h 10 min,"Étape 1Pour réaliser cette recette de poivrons farcis, commencez par chauffez le four à 200°C (th.7).
Étape 2Laver et coupez les poivrons en 2. Épépinez-les et retirez les membranes blanches. Lavez la courgette, épluchez-la et coupez-la en touts petits morceaux (ou vous pouvez la hacher). Découpez les filets de poulet en petits morceaux. Mais vous pouvez également mettre du poulet haché à l'image du boeuf.
Étape 3Faites cuire la semoule comme indiqué sur l'emballage, mais sans ajouter de matière grasse. Puis égrainez-la. Dans un saladier, préparez la farce en mélangeant la semoule, le poulet, la courgette et la sauce, salez et poivrez.
Étape 4Garnissez les poivrons de farce, ajoutez un peu d'eau au fond du plat et enfournez pour 50 min.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/04/i135450-recette-poivron-farcis-light.jpeg', 'alt': 'recette-poivron-farcis-light'}, 'fichiers_telecharges': ['images_tartiflette\\i135450-recette-poivron-farcis-light.jpeg']}"
Marinade légère pour le poulet,"Une bonne marinade spéciale poulet, voilà comment sublimer facilement la volaille, quelle que soit la recette ou la cuisson. Et au passage, pourquoi ne pas préparer une marinade légère pour le poulet ? Sans matières grasses, elle s’adapte à tous les types de régimes, y compris minceur… et elle est surtout ultra-gourmande ! Le secret ? Une bonne dose de moutarde, une pointe de curry, de l’ail et du citron avec une touche de basilic : à vous le poulet assaisonné sans peser.Voir plusVoir moins",Variantes,"{'Moutarde': '4 c. à café', 'Curry': '2 c. à café', 'Ail': '2 gousse(s)', 'Citron(s) vert(s)': '1', 'Basilic frais': 'Quelques feuilles', 'Sel': '', 'Poivre': ''}",Total :10 min,Total :10 min,"Étape 1Pelez les gousses d'ail puis écrasez-les à l'aide d'une fourchette ou d'un presse-ail. Coupez le citron vert en deux et pressez-le pour en extraire le jus. Lavez, effeuillez et hachez le basilic frais.
Étape 2Dans un bol, mélangez au fouet la moutarde, le curry, le jus du citron vert et les gousses d'ail écrasées.
Étape 3Ajoutez ensuite le basilic haché puis salez, poivrez et mélangez à nouveau.
Étape 4Enduisez le poulet de marinade légère et laissez reposer 20 min.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/24/i135962-marinade-legere-pour-poulet.jpeg', 'alt': 'marinade légère pour poulet'}, 'fichiers_telecharges': ['images_tartiflette\\i135962-marinade-legere-pour-poulet.jpeg']}"
Croque monsieur light au thon,"Changez des éternels croque-monsieurs au jambon avec cette recette originale, parfaitement équilibrée et 100% minceur ! Rapides à confectionner, les croque-monsieurs light au thon sont une véritable invitation à la gourmandise. Que vous fassiez attention à votre ligne ou non, vous allez régaler vos papilles et celles de vos proches !Voir plusVoir moins",Variantes,"{'Pain de mie complet': '8 tranche(s)', 'Thon au naturel': '300 g', 'Emmental': '8 tranche(s)', 'Fromage frais': '4 c. à soupe', 'Tomate(s)': '1', 'Margarine à 25% de MG': '2 c. à soupe', 'Moutarde': '0,5 c. à soupe', 'Poivre': ''}",Total :5 min,Total :5 min,"Étape 1Dans un bol, émiettez le thon égoutté, puis ajoutez le fromage frais, la moutarde et le poivre.
Étape 2Étalez cette préparation sur les tranches de pain de mie, puis ajoutez une rondelle de tomate et 2 tranches de gruyère. Refermez le croque monsieur avec une tranche de pain de mie.
Étape 3Faites fondre la margarine au micro-ondes et badigeonnez-en le recto et le verso de chaque croque monsieur, à l'aide d'un pinceau.
Étape 4Faites dorer les croque-monsieurs dans le four, en mode grill, pendant 5 min environ. Attention à ne pas les brûler : cela va très vite !","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/01/19/i135186-croque-monsieur-light-au-thon.jpeg', 'alt': 'menu équilibré 3 février'}, 'fichiers_telecharges': ['images_tartiflette\\i135186-croque-monsieur-light-au-thon.jpeg']}"
